0,2.0033,1.01006
1,1.41474,0.719653
2,1.51382,0.750151
3,1.40057,0.722243
4,1.3982,0.72129
5,1.38293,0.717228
6,1.37363,0.718534
7,1.37944,0.724952
8,1.37433,0.718185
9,1.38357,0.731027
10,1.38366,0.728438
11,1.39021,0.737976
12,1.37618,0.726209
13,1.36534,0.712856
14,1.35752,0.713675
15,1.35896,0.721105
16,1.35864,0.721667
17,1.36975,0.720808
18,1.37363,0.707788
19,1.37226,0.699968
20,1.36782,0.695397
21,1.45722,0.72936
22,1.39481,0.703169
23,1.45502,0.722245
24,1.41573,0.712289
25,1.43526,0.70327
26,1.40427,0.681869
27,1.40524,0.700807
28,1.41238,0.701771
29,1.4094,0.697612
30,1.41016,0.711986
31,1.40072,0.695392
32,1.39434,0.69297
33,1.39915,0.688919
34,1.40925,0.696324
35,1.39817,0.70108
36,1.38709,0.691334
37,1.3782,0.697312
38,1.37812,0.696027
39,1.38514,0.690417
40,1.39042,0.693593
41,1.39793,0.7015
42,1.38383,0.695046
43,1.38617,0.688484
44,1.39079,0.684524
45,1.3959,0.682759
46,1.39347,0.679708
47,1.39052,0.680514
48,1.39976,0.682077
49,1.40761,0.674365
50,1.42684,0.693286
51,1.42489,0.692547
52,1.40256,0.677491
53,1.40051,0.679355
54,1.39906,0.676728
55,1.39743,0.687597
56,1.39349,0.682829
57,1.3973,0.682209
58,1.39167,0.682715
59,1.40061,0.6757
60,1.41045,0.679186
61,1.42666,0.683267
62,1.42169,0.678011
63,1.46489,0.718899
64,1.45349,0.705374
65,1.43088,0.704631
66,1.40663,0.688869
67,1.40151,0.693149
68,1.39996,0.68154
69,1.40153,0.669467
70,1.39852,0.671875
71,1.39959,0.679034
72,1.40437,0.680206
73,1.40365,0.68597
74,1.40224,0.676951
75,1.40429,0.675504
76,1.40121,0.676245
77,1.4076,0.680385
78,1.39993,0.67775
79,1.39673,0.681218
80,1.41449,0.688928
81,1.40637,0.680836
82,1.41335,0.674619
83,1.40821,0.675308
84,1.40485,0.66837
85,1.4024,0.671592
86,1.41471,0.675971
87,1.41105,0.676762
88,1.40325,0.672315
89,1.40482,0.675073
90,1.40964,0.685767
91,1.4034,0.685305
92,1.40301,0.680966
93,1.41192,0.678665
94,1.40322,0.672709
95,1.40502,0.672529
96,1.40433,0.670302
97,1.41058,0.677684
98,1.4033,0.683847
99,1.40605,0.69145
100,1.40826,0.675012
101,1.4056,0.670958
102,1.39896,0.678141
103,1.39887,0.676749
104,1.39981,0.681524
105,1.40164,0.680805
106,1.40031,0.683969
107,1.40493,0.688194
108,1.39759,0.682761
109,1.40042,0.676136
110,1.40162,0.679981
111,1.40248,0.666729
112,1.40435,0.678709
113,1.40525,0.674986
114,1.40883,0.676806
115,1.41093,0.664839
116,1.3971,0.676591
117,1.40811,0.685894
118,1.40865,0.673589
119,1.40161,0.680004
120,1.40235,0.681444
121,1.3992,0.679541
122,1.39732,0.679475
123,1.391,0.690189
124,1.39451,0.671544
125,1.40791,0.675472
126,1.4221,0.687146
127,1.4245,0.682931
128,1.41184,0.674613
129,1.4139,0.676587
130,1.40661,0.691192
131,1.4182,0.688918
132,1.40698,0.682855
133,1.39895,0.680783
134,1.39599,0.682959
135,1.39357,0.679979
136,1.40391,0.670795
137,1.4007,0.684655
138,1.42674,0.673439
139,1.40733,0.678752
140,1.40126,0.675292
141,1.41136,0.66782
142,1.4153,0.671439
143,1.40292,0.67143
144,1.40068,0.677713
145,1.40609,0.688437
146,1.41495,0.692382
147,1.40409,0.684005
148,1.40009,0.675893
149,1.3976,0.676551
150,1.40461,0.681405
151,1.40173,0.677023
152,1.39417,0.674774
153,1.39977,0.669359
154,1.39635,0.676985
155,1.39081,0.682368
156,1.39423,0.679964
157,1.40411,0.680786
158,1.40137,0.677726
159,1.3956,0.67599
160,1.40463,0.67069
161,1.39746,0.675398
162,1.39809,0.68403
163,1.40328,0.673063
164,1.39237,0.680823
165,1.40814,0.671782
166,1.39706,0.674837
167,1.39717,0.674639
168,1.40161,0.678373
