0,1.8502,0.916694
1,1.47495,0.728235
2,1.45464,0.741683
3,1.41929,0.719381
4,1.38228,0.719014
5,1.39424,0.721389
6,1.38036,0.716701
7,1.37115,0.704769
8,1.37698,0.711127
9,1.36803,0.713471
10,1.36609,0.703352
11,1.40519,0.710916
12,1.40762,0.740669
13,1.36255,0.710923
14,1.36483,0.713957
15,1.37097,0.711061
16,1.37674,0.705896
17,1.37128,0.703733
18,1.37441,0.704719
19,1.37956,0.701999
20,1.41876,0.707348
21,1.3929,0.697307
22,1.39703,0.698489
23,1.41369,0.693739
24,1.40015,0.689257
25,1.39971,0.705684
26,1.40913,0.699231
27,1.40203,0.692122
28,1.39674,0.689176
29,1.40073,0.696579
30,1.41502,0.701457
31,1.40609,0.706366
32,1.38923,0.697471
33,1.39336,0.684734
34,1.38553,0.681613
35,1.39087,0.681383
36,1.39382,0.688696
37,1.40501,0.696597
38,1.40452,0.696404
39,1.39483,0.693208
40,1.39571,0.692746
41,1.40922,0.698191
42,1.40733,0.69263
43,1.41496,0.687918
44,1.42473,0.686593
45,1.42046,0.694023
46,1.39931,0.67744
47,1.40228,0.677124
48,1.40975,0.686944
49,1.40903,0.687563
50,1.40603,0.681114
51,1.39746,0.679473
52,1.42265,0.693966
53,1.41767,0.688831
54,1.39917,0.681962
55,1.3966,0.680854
56,1.39472,0.683095
57,1.3932,0.687923
58,1.39571,0.682837
59,1.39757,0.685147
60,1.40524,0.682107
61,1.4038,0.678799
62,1.40131,0.684303
63,1.40109,0.681178
64,1.40318,0.683716
65,1.40091,0.683565
66,1.4,0.68717
67,1.40375,0.683758
68,1.41124,0.693274
69,1.40194,0.689307
70,1.40584,0.686549
71,1.39872,0.679732
72,1.4022,0.676251
73,1.40292,0.678459
74,1.40345,0.680842
75,1.40125,0.684368
76,1.40616,0.678368
77,1.40668,0.675875
78,1.40909,0.683092
79,1.40089,0.680174
80,1.40057,0.679036
81,1.40664,0.679595
82,1.40143,0.679127
83,1.40063,0.674502
84,1.39748,0.682438
85,1.40188,0.681634
86,1.40475,0.682677
87,1.41531,0.699907
88,1.4269,0.69585
89,1.40595,0.6839
90,1.4138,0.688706
91,1.41313,0.679978
92,1.41556,0.685945
93,1.42365,0.687691
94,1.41504,0.683781
95,1.41588,0.683345
96,1.40262,0.681462
97,1.40886,0.6795
98,1.42467,0.694609
99,1.43518,0.692513
100,1.4045,0.688726
101,1.40007,0.688304
102,1.39564,0.685464
103,1.39626,0.683522
104,1.39624,0.679616
105,1.39905,0.681177
106,1.39379,0.685849
107,1.3975,0.684009
108,1.39512,0.682547
109,1.39121,0.684619
110,1.40066,0.681173
111,1.39922,0.686296
112,1.39879,0.685126
113,1.39759,0.679948
114,1.39679,0.687772
115,1.39666,0.687478
116,1.39092,0.684136
117,1.39527,0.686789
118,1.39575,0.686561
119,1.39796,0.686442
120,1.3948,0.681956
121,1.3962,0.677543
122,1.39812,0.681839
123,1.39946,0.679189
124,1.40429,0.681946
125,1.4007,0.683411
126,1.40037,0.679853
127,1.40314,0.686043
128,1.39928,0.682471
129,1.40017,0.681106
130,1.3963,0.686116
131,1.39397,0.694516
132,1.39523,0.685214
133,1.39552,0.685762
134,1.40259,0.682144
135,1.39537,0.691207
136,1.39473,0.685987
137,1.39201,0.682802
138,1.3973,0.676798
139,1.39887,0.682821
140,1.39508,0.686104
141,1.39947,0.686599
142,1.39813,0.685502
143,1.40341,0.680539
144,1.40058,0.681175
145,1.40621,0.670524
146,1.40679,0.682471
147,1.40244,0.679005
148,1.40329,0.681513
149,1.39546,0.6848
150,1.39594,0.684809
151,1.39689,0.682849
152,1.39896,0.685068
153,1.39382,0.688164
154,1.39268,0.686061
155,1.39509,0.681903
156,1.39548,0.68248
157,1.39991,0.673922
158,1.40536,0.670324
159,1.3969,0.680067
160,1.39796,0.679413
161,1.39735,0.674779
162,1.40414,0.678093
163,1.40972,0.673829
164,1.4067,0.67598
165,1.39942,0.680865
166,1.39682,0.679386
167,1.39887,0.679128
168,1.40296,0.672382
169,1.39253,0.68373
170,1.39698,0.680768
171,1.39567,0.683305
172,1.39512,0.683475
173,1.38662,0.686227
174,1.39439,0.686239
175,1.39918,0.691846
176,1.39642,0.679769
177,1.39536,0.677639
178,1.3941,0.680773
179,1.40008,0.68612
